DATE,REF,DETAIL,NET,TC,VAT,SUPPLIER,NOMINAL,DEPARTMENT
2025-05-23,536,F&V,24.25,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-23,537,F&V,55.55,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-24,538,F&V,83.86,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-24,539,F&V,60.93,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-25,540,F&V,52.3,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-26,541,F&V,156.94,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-27,542,F&V,105.7,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-28,543,F&V,89.3,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-28,544,F&V,50.3,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-28,545,F&V,78.75,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-29,546,F&V,232.06,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-29,547,F&V,16.4,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-29,548,F&V,29.05,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-30,549,F&V,210.9,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-30,550,F&V,13.34,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-31,551,F&V,24.25,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-31,552,F&V,122.54,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-31,553,F&V,17.4,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-06-01,554,F&V,104.4,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-06-01,555,F&V,72.41,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-06-02,556,F&V,107.78,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-06-02,557,F&V,39.98,T0,0.0,SUPPLIER 61,Materials Purchased,KITCHEN
2025-05-02,558,BEVERAGE,211.39,T1,38.05,SUPPLIER 14,Materials Purchased,BAR
2025-05-02,558,BCRS,14.4,T9,0.0,SUPPLIER 14,BCRS,BAR
2025-05-02,559,FOOD,17.8,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-02,560,BEVERAGE,300.03,T1,54.01,SUPPLIER 14,Materials Purchased,BAR
2025-05-02,560,BCRS,43.2,T9,0.0,SUPPLIER 14,BCRS,BAR
2025-05-06,561,FOOD,51.2,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-06,562,FOOD,91.55,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-06,563,FOOD,15.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-06,564,FOOD,316.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-06,565,FOOD,17.0,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-06,566,FOOD,54.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-08,567,SMOOTHIES,17.8,T0,0.0,SUPPLIER 14,Materials Purchased,BAR
2025-05-08,568,FOOD,6.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-08,568,BEVERAGE,26.8,T1,4.82,SUPPLIER 14,Materials Purchased,BAR
2025-05-08,568,BCRS,2.4,T9,0.0,SUPPLIER 14,BCRS,BAR
2025-05-09,569,GLOVES,38.94,T3,7.01,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
2025-05-09,570,FOOD,97.15,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-12,571,FOOD,28.2,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,572,FOOD,20.8,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,573,FOOD,6.4,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,574,FOOD,62.75,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,574,BATTERIES,52.8,T3,9.5,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
2025-05-13,575,BEVERAGE,134.48,T1,24.21,SUPPLIER 14,Materials Purchased,BAR
2025-05-13,575,MILK,104.72,T0,0.0,SUPPLIER 14,Materials Purchased,BAR
2025-05-13,576,FOOD,279.0,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,577,FOOD,37.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,578,FOOD,30.7,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-13,579,FOOD,33.34,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-14,580,FOOD,78.37,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-22,581,FOOD,32.0,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-22,582,FOOD,14.1,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-22,583,FOOD,47.54,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-22,584,FOOD,61.2,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-22,585,FOOD,52.2,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-26,586,FOOD,15.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-26,587,FOOD,14.77,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-26,588,FOOD,61.0,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-26,589,FOOD,37.2,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,590,FOOD,30.6,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,591,BEVERAGE,302.89,T1,54.52,SUPPLIER 14,Materials Purchased,BAR
2025-05-29,591,CHIPS,22.8,T0,0.0,SUPPLIER 14,Materials Purchased,BAR
2025-05-29,591,BCRS,4.8,T9,0.0,SUPPLIER 14,BCRS,BAR
2025-05-29,592,FOOD,19.7,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,593,FOOD,17.8,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,594,PIPING BAGS,29.8,T3,5.36,SUPPLIER 14,Miscellaneous Expenses,KITCHEN
2025-05-29,595,FOOD,29.95,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,596,GLOVES,103.84,T3,18.69,SUPPLIER 14,Miscellaneous Expenses,HOUSEKEEPING
2025-05-29,597,BEVERAGE,41.35,T1,7.44,SUPPLIER 14,Materials Purchased,BAR
2025-05-29,598,FOOD,272.08,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-29,599,FOOD,28.4,T0,0.0,SUPPLIER 14,Materials Purchased,KITCHEN
2025-05-14,600,TEA SPOONS,71.81,T3,12.93,SUPPLIER 60,Miscellaneous Expenses,RESTAURANT
2025-05-21,601,CUPS/JUGS,344.55,T3,62.02,SUPPLIER 60,Miscellaneous Expenses,RESTAURANT
2025-06-03,602,COMMISSION,12382.38,T8,0.0,SUPPLIER 1,Sales Commissions,ACCOMMODATION
2025-05-06,603,FOOD,218.5,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-14,604,FOOD,368.91,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-14,605,FOOD,125.49,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-28,606,FOOD,355.74,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-29,607,FOOD,496.4,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-30,608,FOOD,130.5,T0,0.0,SUPPLIER 47,Materials Purchased,KITCHEN
2025-05-07,609,FOOD,48.7,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-07,610,FOOD,56.0,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-14,611,FOOD,18.0,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-14,612,FOOD,16.66,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-14,613,FOOD,63.3,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-21,614,FOOD,61.1,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-21,615,FOOD,67.7,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-28,616,FOOD,31.75,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-28,617,FOOD,29.41,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-28,618,FOOD,82.89,T0,0.0,SUPPLIER 71,Materials Purchased,KITCHEN
2025-05-02,619,CLEANING MATERIALS,388.95,T3,70.01,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-02,619,SOAP,42.0,T3,7.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-02,620,PH REGULATING ACID,46.0,T3,8.28,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-09,621,CLEANING MATERIALS,403.0,T3,72.54,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-09,621,TPAPER/PAPER ROLLS,278.0,T3,50.04,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-16,622,TPAPER/PAPER ROLLS/SOAP,92.0,T3,16.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-16,622,CLEANING MATERIALS,305.3,T3,54.95,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-23,623,NAPKINS,300.0,T3,54.0,SUPPLIER 6,Miscellaneous Expenses,RESTAURANT
2025-05-23,624,SOAP,42.0,T3,7.56,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-23,624,GLOVES,40.0,T3,7.2,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-23,624,CLEANING MATERIALS,15.0,T3,2.7,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-30,625,SOAP/TOWELS,83.0,T3,14.94,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
2025-05-30,625,CLEANING MATERIALS,287.0,T3,51.66,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-30,626,CHLORINE,237.3,T3,42.71,SUPPLIER 6,Cleaning,HOUSEKEEPING
2025-05-06,627,FOOD,92.51,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-05-06,628,COFFEE,382.98,T0,0.0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
2025-05-15,629,FOOD,78.0,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-05-15,629,COFFEE,716.38,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-05-21,630,FOOD,212.48,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-05-21,630,COFFEE,292.98,T0,0.0,SUPPLIER 33,Materials Purchased,KITCHEN
2025-05-28,631,MILK/COFFEE,330.49,T0,0.0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
2025-05-07,632,FOOD,222.74,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-05-13,633,FOOD,210.9,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-05-28,634,FOOD,134.4,T0,0.0,SUPPLIER 53,Materials Purchased,KITCHEN
2025-05-07,635,BEVERAGE,138.6,T1,24.95,SUPPLIER 30,Materials Purchased,BAR
2025-05-07,635,DEPOSIT,19.6,T9,0.0,SUPPLIER 30,Deposits,BAR
2025-05-28,636,BEVERAGE,354.82,T1,63.87,SUPPLIER 30,Materials Purchased,BAR
2025-05-28,636,DEPOSIT,46.6,T9,0.0,SUPPLIER 30,Deposits,BAR
2025-05-21,637,SCOURER,50.65,T3,9.12,SUPPLIER 72,Cleaning,HOUSEKEEPING
2025-05-28,638,SCOURER,60.78,T3,10.94,SUPPLIER 72,Cleaning,HOUSEKEEPING
2025-05-12,639,ICECREAM,133.28,T2,6.66,SUPPLIER 49,Materials Purchased,BAR
2025-05-08,640,FOOD,184.8,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-05-08,640,COFFEE/SUGAR,175.25,T0,0.0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
2025-05-15,641,COFFEE/BREAD,137.1,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-05-15,641,INSECT KILLER,26.4,T3,4.75,SUPPLIER 70,Miscellaneous Expenses,HOUSEKEEPING
2025-05-21,642,FOOD,115.2,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-05-28,643,FOOD,422.8,T0,0.0,SUPPLIER 70,Materials Purchased,KITCHEN
2025-05-30,644,COFFEE,120.0,T0,0.0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
2025-05-08,645,CLING FILM,41.1,T3,7.4,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
2025-05-08,645,GLOVES/BAGS,244.5,T3,44.01,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
2025-05-14,646,ALUMINIUM FOIL,87.6,T3,15.77,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
2025-05-14,646,BAGS,24.26,T3,4.37,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
2025-05-29,647,CLING FILM,41.1,T3,7.4,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
2025-05-29,647,BAGS,206.5,T3,37.17,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
2025-05-26,648,FORKS/BOWLS/SPOONS/PLATES,373.22,T3,67.18,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
2025-06-02,649,BOWLS,79.75,T3,14.36,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
2025-05-07,650,FOOD,2163.81,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-10,651,FOOD,62.37,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-14,652,FOOD,1116.39,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-17,653,FOOD,443.62,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-24,654,FOOD,195.11,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-28,655,FOOD,77.25,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-28,656,FOOD,1090.2,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-31,657,FOOD,108.03,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-31,658,FOOD,693.86,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-31,659,FOOD,1114.83,T0,0.0,SUPPLIER 55,Materials Purchased,KITCHEN
2025-05-28,660,GARBAGE BAGS,290.0,T3,52.2,SUPPLIER 85,Miscellaneous Expenses,HOUSEKEEPING
2025-05-03,661,FOOD,424.07,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-06,662,FOOD,556.09,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-09,663,FOOD,306.37,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-10,664,FOOD,267.26,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-14,665,FOOD,44.0,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-14,666,FOOD,27.5,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-17,667,FOOD,256.45,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-29,668,FOOD,457.06,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-30,669,FOOD,328.58,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-30,670,FOOD,303.72,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-06-02,671,FOOD,231.09,T0,0.0,SUPPLIER 46,Materials Purchased,KITCHEN
2025-05-02,672,FOOD,160.0,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-05,673,FOOD,89.46,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-08,674,FOOD,292.04,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-14,675,FOOD,81.96,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-23,676,FOOD,182.53,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-27,677,FOOD,69.01,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-29,678,FOOD,240.48,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-31,679,FOOD,122.16,T0,0.0,SUPPLIER 73,Materials Purchased,KITCHEN
2025-05-07,680,FOOD,85.42,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-07,681,FOOD,25.0,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-07,682,FOOD,25.2,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-07,683,FOOD,150.0,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-07,684,FOOD,1639.13,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-07,685,FOOD,214.5,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-08,686,FOOD,447.92,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-14,687,FOOD,23.5,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-14,688,FOOD,214.5,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-14,689,FOOD,166.92,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-14,690,FOOD,23.1,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-28,691,FOOD,660.38,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-28,692,FOOD,532.21,T0,0.0,SUPPLIER 62,Materials Purchased,KITCHEN
2025-05-06,693,FOOD,184.5,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-05-13,694,FOOD,132.3,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-05-20,695,FOOD,158.02,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-05-27,696,FOOD,259.25,T0,0.0,SUPPLIER 66,Materials Purchased,KITCHEN
2025-05-06,697,FOOD,288.5,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-13,698,FOOD,326.0,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-13,699,FOOD,30.0,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-20,700,FOOD,31.5,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-20,701,FOOD,295.5,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-27,702,FOOD,319.0,T0,0.0,SUPPLIER 68,Materials Purchased,KITCHEN
2025-05-08,703,FOOD,315.0,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-05-15,704,FOOD,595.48,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-05-22,705,FOOD,315.0,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-05-29,706,FOOD,346.8,T0,0.0,SUPPLIER 59,Materials Purchased,KITCHEN
2025-05-02,707,SEAFOOD,71.1,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-03,708,SEAFOOD,109.68,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-05,709,SEAFOOD,112.5,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-06,710,SEAFOOD,113.0,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-08,711,SEAFOOD,48.13,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-09,712,SEAFOOD,307.13,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-09,713,SEAFOOD,753.68,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-10,714,SEAFOOD,905.0,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-13,715,SEAFOOD,172.83,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-14,716,SEAFOOD,92.25,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-15,717,SEAFOOD,249.0,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-16,718,SEAFOOD,236.8,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-17,719,SEAFOOD,98.88,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-19,720,SEAFOOD,65.63,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-21,721,SEAFOOD,851.98,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-22,722,SEAFOOD,49.05,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-23,723,SEAFOOD,53.9,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-26,724,SEAFOOD,61.25,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-27,725,SEAFOOD,115.2,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-28,726,SEAFOOD,280.99,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-29,727,SEAFOOD,110.6,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-30,728,SEAFOOD,260.21,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-06-02,729,SEAFOOD,89.75,T0,0.0,SUPPLIER 56,Materials Purchased,KITCHEN
2025-05-07,730,FOOD,452.18,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-05-14,731,FOOD,314.27,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-05-21,732,FOOD,366.93,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-05-28,733,FOOD,339.38,T0,0.0,SUPPLIER 48,Materials Purchased,KITCHEN
2025-05-06,734,FOOD,209.2,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-07,735,TEA/MILK,200.95,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-14,736,FOOD,86.0,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-14,737,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-14,738,FOOD,54.6,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-14,738,TEA,153.0,T0,0.0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
2025-05-21,739,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-21,739,JUICE,54.0,T2,2.7,SUPPLIER 67,Materials Purchased,BAR
2025-05-21,740,FOOD,28.0,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-21,741,MILK,114.94,T0,0.0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
2025-05-26,742,FOOD,75.5,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-28,743,FOOD,180.8,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-28,744,FOOD,90.2,T0,0.0,SUPPLIER 67,Materials Purchased,KITCHEN
2025-05-08,745,BEVERAGE,198.0,T1,35.64,SUPPLIER 13,Materials Purchased,BAR
2025-05-08,745,WATER,245.0,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-05-08,745,BCRS,132.0,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-05-15,746,JUICE,284.7,T2,14.23,SUPPLIER 13,Materials Purchased,BAR
2025-05-15,746,WATER,245.0,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-05-15,746,BEVERAGE,132.0,T1,23.76,SUPPLIER 13,Materials Purchased,BAR
2025-05-15,746,BCRS,132.0,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-05-22,747,JUICE,95.0,T2,4.76,SUPPLIER 13,Materials Purchased,BAR
2025-05-22,747,WATER,245.0,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-05-22,747,BCRS,132.0,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-05-29,748,BEVERAGE,386.4,T1,69.55,SUPPLIER 13,Materials Purchased,BAR
2025-05-29,748,WATER,245.0,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
2025-05-29,748,JUICE,109.5,T2,5.47,SUPPLIER 13,Materials Purchased,BAR
2025-05-29,748,BCRS,132.0,T9,0.0,SUPPLIER 13,BCRS,HOUSEKEEPING
2025-05-13,749,ELVIOMEX,133.22,T3,23.98,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-05-23,750,PAN,39.15,T3,7.05,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-05-23,751,PAN,57.56,T3,10.36,SUPPLIER 9,Miscellaneous Expenses,KITCHEN
2025-05-21,752,BEAUTY GOODS,30.0,T1,5.4,SUPPLIER 77,Materials Purchased,SPA
2025-05-22,753,BEAUTY GOODS,797.21,T1,143.5,SUPPLIER 77,Materials Purchased,SPA
2025-06-02,754,HOSPITALITY SERVICES,147.0,T3,26.46,SUPPLIER 86,Miscellaneous Expenses,RESTAURANT
2025-06-02,754,HOSPITALITY SERVICES,48.0,T9,0.0,SUPPLIER 86,Miscellaneous Expenses,RESTAURANT
2025-05-28,755,T-PAPER,499.5,T3,89.91,SUPPLIER 75,Miscellaneous Expenses,HOUSEKEEPING
2025-04-29,756,WATER,261.0,T1,46.98,SUPPLIER 14,Materials Purchased,HOUSEKEEPING
2025-04-29,756,BCRS,86.4,T9,0.0,SUPPLIER 14,BCRS,HOUSEKEEPING
2025-06-02,757,XIBKA,954.4,T6,171.79,SUPPLIER 7,Buildings,CAPITAL
2025-06-04,758,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
2025-05-30,759,PLASTIC ROLLS/SPAPER/SPRAY,289.41,T3,52.09,SUPPLIER 87,Repairs and Renewals,MAINTENANCE
2025-06-06,760,KURRENTI,38.14,T6,6.86,SUPPLIER 79,Buildings,CAPITAL
2025-05-03,761,BREAD,96.35,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-05,762,BREAD,27.6,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-06,763,BREAD,45.26,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-07,764,BREAD,77.61,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-10,765,BREAD,94.67,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-12,766,BREAD,23.4,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
2025-05-13,767,BREAD,65.01,T0,0.0,SUPPLIER 43,Materials Purchased,KITCHEN
